,category,text,wiki_ids,wiki_names
201,incidents,"ВЛАДИВОСТОК, 27 мая — РИА Новости. Спасатели сняли с сопки в Биробиджане местного жителя, который упал с ее скалистой части и схватился за дерево, повиснув на высоте 35 метров, сообщает ГУ МЧС РФ по ЕАО.Спасателям поступил вызов о помощи от биробиджанца. Мужчина оступился на скалистой части сопки, падая вниз, ухватился за дерево. Выбраться самостоятельно он не мог, но смог вызвать спасателей с сотового телефона. К месту происшествия выехали спасатели.Пострадавшему надели каску и спустили вниз в сопровождении спасателя. Медицинская помощь мужчине не потребовалась.Спасатели отмечают, что Биробиджанская сопка на въезде в город — это популярное место среди горожан и гостей города. Она служит своеобразной смотровой площадкой. С высоты 40 метров открывается вид на весь город. При этом за последние годы зафиксировано несколько случаев падения людей и получения увечий из-за несоблюдения техники безопасности и отсутствия бдительности.",[],[]
202,incidents,"ВЛАДИВОСТОК, 27 мая — РИА Новости. Полицейские в Приморье в результате погони со стрельбой задержали пьяного 19-летнего водителя без прав, который опасно маневрировал на дороге и столкнулся с двумя патрульными машинами, сообщает краевое УМВД РФ.""В Спасске-Дальнем сотрудники ГАИ заметили Ford Festiva, водитель которого опасно маневрировал, создавал угрозу жизни и здоровью окружающих. Госавтоинспекторы организовали преследование нарушителя. На требования полицейских остановиться он не реагировал. В ходе преследования злоумышленник столкнулся с двумя служебными автомашинами, после чего вновь пытался скрыться"", — говорится в сообщении.Для остановки седана сотрудникам полиции пришлось стрелять по колесам машины. Только после этого водитель остановил автомобиль и попытался сбежать, но был задержан.По данным полиции, 19-летний приморец без водительских прав был пьян, от прохождения медосвидетельствования отказался. На него составлен ряд административных материалов за многочисленные нарушения ПДД.Суд назначил ему 25 суток административного ареста. Юноше также предстоит оплатить административные штрафы, назначенные за нарушения ПДД, а также компенсировать материальный ущерб из-за столкновения с патрульными автомобилями.",[],[]
203,incidents,"ЯРОСЛАВЛЬ, 26 мая - РИА Новости. Пожар на ярославском заводе вентиляционных изделий локализован на площади 1,8 тысячи квадратных метров, сообщил РИА Новости представитель ГУ МЧС по региону.Ранее представитель ведомства сообщал РИА Новости, что на предприятии наблюдается интенсивное горение на площади 700 квадратных метров.Отмечается, что специалисты лаборатории по замеру предельно допустимой концентрации (ПДК) взяли пробы воздуха. По результатам замеров концентрация продуктов горения не превышена.Добавляется, что пострадавших нет.",[],[]
204,incidents,"ЕКАТЕРИНБУРГ, 26 мая – РИА Новости. Полевской городской суд Свердловской области приговорил к пяти годам колонии местного начальника управления культуры Максима Незлобина, обвиняемого в мошенничестве, сообщает региональная прокуратура.По информации местного портала Е1.ru, чиновник приходится братом экс-резиденту Comedy Club Александру Незлобину.Как сообщили в прокуратуре, начальник управления культуры Полевского городского округа с 2015 по 2020 год вступил в преступный сговор с заместителем главного бухгалтера управления и похитил бюджетные средства путем фиктивного трудоустройства в подведомственные муниципальные учреждения нескольких человек. Также он получил от директора муниципального учреждения взятку в размере 750 тысяч рублей за покровительство. Общий ущерб от действий злоумышленников, по данным ведомства, составил свыше 11 миллионов рублей.""Полевской городской суд назначил начальнику управления культурой муниципалитета наказание в виде 5 лет лишения свободы с отбыванием в исправительной колонии общего режима, со штрафом в размере 4 миллиона рублей"", - говорится в сообщении.Подельнику чиновника назначен штраф в размере 200 тысяч рублей, добавили в прокуратуре.","['Q4316314', 'Q2419271']","['Александр Васильевич Незлобин', 'Максим Танк']"
205,incidents,"МОСКВА, 26 мая/ Радио Sputnik. В канадском мегаполисе Торонто три школы закрылись после сообщений о появлении на улицах города мужчины, вооруженного винтовкой. Об этом сообщает телеканал СВС.Правоохранители получили информацию о неизвестном с оружием около полудня по местному времени (19:00 мск). Прибыв на место происшествия, полиция обнаружила юношу возрастом около 20 лет. Он шел по улице, держа в руках винтовку. Его обезвредили и задержали.Городские учебные заведения продолжают работать в штатном режиме, однако возможность попасть в них или выйти из них ограничения, уточняет телеканал.В целях предосторожности несколько школ в районе ЧП остаются закрытыми.Ранее радио Sputnik сообщало подробности стрельбы в одной из школ в Германии.Коротко и по делу. Только отборные цитаты в нашем Телеграм-канале.",[],[]
206,incidents,"ЯРОСЛАВЛЬ, 26 мая – РИА Новости. Завод вентиляционных изделий горит в Ярославле на площади 700 квадратных метров, сообщил РИА Новости представитель ГУМЧС по региону.Дым от пожара виден практически во всех частях города.""Горит Ярославский завод вентиляционных изделий, по адресу улица Гагарина, 68, наблюдается интенсивное горение на площади 700 квадратных метров"", - сказал собеседник агентства.По его словам, пожарные выехали по рангу пожара №2 по сообщению о загорании на производстве пластика. По уточненной информации, площадь здания 40х80 метров.",[],[]
207,incidents,"МОСКВА, 26 мая - РИА Новости. МВД России подтвердило проведение обысков у сотрудников РАНХиГС по делу экс-замглавы Минпросвещения Марины Раковой, фигуранты дела стали свидетелями.""МВД России подтверждает факт проведения обысков оперативниками управления экономической безопасности и противодействия коррупции ГУ МВД России по Москве у трех сотрудников РАНХиГС. Они, а также еще двое работников образовательной организации доставлены в Главное следственное управление ГУ МВД России по городу Москве для допросов в качестве свидетелей"", - говорится в сообщении пресс-центра МВД.В ведомстве отметили, что следственные действия проводятся в рамках уголовного дела, которое было выделено в отдельное производство из дела о мошенничестве в особо крупном размере, возбужденного ранее в отношении бывшего замминистра просвещения РФ Марины Раковой, директора Института общественных наук РАНХиГС, ректора ОАНО ""Московская высшая школа социальных и экономических наук"" Сергея Зуева и иных лиц.Ракова обвиняется в хищении бюджетных средств Фонда новых форм развития образования (ФНФРО), выделенных на федеральный проект ""Учитель будущего"". Экспертиза выявила фальсификацию отчетов по проводимым научным исследованиям – ущерб превысил 50 миллионов рублей.Раковой также вменяется фиктивное устройство ее гражданского мужа Артура Стеценко сразу на четыре должности одновременно в тот же ФНФРО, который она возглавляла. С 2017 по 2019 годы мужчина под видом зарплаты получил свыше 9 миллионов рублей. Сейчас он также в СИЗО.Сотрудники, работавшие с Раковой, когда она была замминистра, впоследствии пришли с ней в структуры Сбербанка - обыски проводились и у них дома и в рабочих кабинетах. После объявления Раковой в розыск в начале октября банк объявил о ее увольнении.Одним из фигурантов этого громкого дела проходит ректор Московской высшей школы социальных и экономических наук (""Шанинка"") Сергей Зуев.","['Q2494872', 'Q47496', 'Q279721']","['Зуев Сергей Николаевич', 'Марина Абрамович', 'Артур Оукен']"
208,incidents,"МОСКВА, 26 мая — РИА Новости. Голливудский актер и продюсер Рэй Лиотта умер в возрасте 67 лет в Доминиканской республике, сообщило американское издание TMZ.Причина смети не уточняется.Рэй Лиотта родился 18 декабря 1954 года в Ньюарке, штат Нью-Джерси, США. В 1978 году дебютировал на телевидении в сериале ""Другой мир"". Наиболее известен по ролям в фильмах ""Славные парни"" (1990), ""Кокаин"" (2001), ""Идентификация"" (2003), ""Револьвер"" (2005), ""Козырные тузы"" (2007), ""Реальные кабаны"" (2007).",['Q211280'],['Рэй Лиотта']
209,incidents,"СИМФЕРОПОЛЬ, 26 мая - РИА Новости. Верховный суд Крыма ужесточил заочный приговор лидеру запрещенного в России ""Меджлиса крымско-татарского народа""* Мустафе Джемилеву с двух лет условного до трех лет реального срока в колонии, исключив амнистию, сообщили РИА Новости в суде в четверг.Джемилев, ныне депутат Верховной рады Украины, признан судом Армянска виновным по двум эпизодам. Первый – незаконное (Джемилеву запрещен въезд в Россию) пересечение границы России 3 мая 2014 года. Второй касается убийства – его сын в 2013 году застрелил человека из его ружья (впоследствии был осужден).Итого суд первой инстанции признал Джемилева виновным в незаконном пересечении госграницы, небрежном хранении огнестрельного оружия и незаконном приобретении боеприпасов.По первой статье ему назначили два года условного срока, но при этом тут же применили амнистию. По остальным двум статьям Джемилев освобожден от наказания в связи с истечением сроков давности.""Приговор Армянского городского суда Республики Крым - изменить. Осужденному усилено наказание по части 3 статьи 322 УК РФ до трех лет лишения свободы с отбыванием наказания в исправительной колонии общего режима"", - рассказали в суде.Срок наказания исчисляется с момента его фактического задержания в России либо экстрадиции.В то же время среди прочего отменен штраф в 15 тысяч рублей. В остальной части приговор Армянского городского суда оставлен без изменения, приговор вступил в законную силу.* Запрещенная в России экстремистская организация.","['Q6075456', 'Q735699']","['Джемиль Уйбадын', 'Джемилев Мустафа Абдулджемиль']"
210,incidents,"МОСКВА, 26 мая/ Радио Sputnik. Савеловский суд Москвы заочно арестовал начальника киевского СИЗО №13 (""Лукьяновская тюрьма"") Александра Балдука, обвиняемого в пытках военнопленных, передает РИА Новости со ссылкой на пресс-службу суда.Срок действия меры пресечения – два месяца с момента передачи обвиняемого России путем экстрадиции или депортации.Балдука обвиняют в применении запрещенных средств и методов ведения войны.Ранее радио Sputnik сообщило, что в Ростовской области задержали мужчину, который вербовал людей в украинские нацбаты.Коротко и по делу. Только отборные цитаты в нашем Телеграм-канале.",['Q314116'],['Александр Владимирович Руцкой']
211,incidents,"УФА, 26 мая - РИА Новости. Следователи возбудили уголовное дело против жителя башкирского Стерлитамака, подозреваемого в реабилитации нацизма, сообщили в СУСК РФ по Башкирии.Фигурантом уголовного дела по статье УК РФ ""реабилитация нацизма, совершенная с использованием информационно-телекоммуникационных сетей, в том числе сети ""Интернет"", стал 22-летний житель города Стерлитамак, информирует ведомство.По версии следствия, подозреваемый в октябре 2020 года с целью реабилитации нацизма публично разместил в интернете в одной из социальных сетей комментарии и фотоизображения, содержащие признаки оправдания идеологии фашизма, а также отрицание фактов, установленных приговором Международного военного трибунала от 1 октября 1946 года, которым деяния фашистских преступников признаны преступлениями против мира и человечества.""Преступление было выявлено оперативниками МВД по Республике Башкортостан. В настоящее время с подозреваемым проводятся следственные действия, направленные на сбор и закрепление доказательственной базы. Следователи продолжают устанавливать все обстоятельства совершенного преступления, а также причины и условия, способствовавшие его совершению"", - говорится в сообщении.",[],[]
212,incidents,"МОСКВА, 26 мая - РИА Новости. Замоскворецкий суд Москвы на 15 суток арестовал за ""жест, похожий на нацистское приветствие"", скинхеда Дениса Волошина, осужденного в 2011 году за убийство на национальной почве, сообщили РИА Новости в пресс-службе суда.Аналогичным образом был наказан и товарищ Волошина Павел Галкин.Как ранее сообщил РИА Новости источник в правоохранительных органах, ""в среду утром на Болотной площади в Москве правоохранители задержали двоих мужчин и одну женщину, которые распивали алкоголь. Один из них - Денис Волошин - показал жест, похожий на нацистское приветствие"". Протокол на него был составлен по статье 20.3 КоАП РФ ""Пропаганда либо публичное демонстрирование нацистской атрибутики или символики"".","['Q4132636', 'Q19817635']","['Галкин Павел Андреевич', 'Денис Николаевич Вороненков']"
213,incidents,"С.-ПЕТЕРБУРГ, 26 мая - РИА Новости. Административное дело лидера рок-группы ДДТ Юрия Шевчука о дискредитации ВС РФ зарегистрировано в Дзержинском районном суде Петербурга, сообщили в объединенной пресс-службе судов города.""Дзержинский районный суд зарегистрировал дело об административном правонарушении, предусмотренном ч.1 ст.20.3.3 КоАП РФ в отношении Юрия Шевчука"", - говорится в сообщении объединенной пресс-службы. Отмечается, что далее материалы дела будут переданы судье, и после того, как судья вынесет решение принять их к производству, будет назначена дата заседания. ""Судья может принять материалы к производству, а может вернуть их составителям"", - добавили в пресс-службе судов.Ранее в Советском районном суде Уфы сообщали, что 19 мая материал в отношении Шевчука по части 1 статьи 20.3.3. КоАП РФ поступил и был зарегистрирован. Позднее он был передан для рассмотрения в Дзержинский районный суд Санкт-Петербурга по ходатайству музыканта. Адвокат музыканта Александр Передрук сообщал, что передача дела и его регистрация в суде в Петербурге может занять около недели.Концерт ДДТ прошел в столице Башкирии 18 мая. По данным СМИ, в ходе мероприятия Шевчук высказался о своем отношении к спецоперации на Украине. Один из организаторов мероприятия Радмир Усманов рассказал РИА Новости, что после концерта правоохранители составили в гримерке административный протокол на музыканта о публичной дискредитации использования Вооруженных сил РФ.Шевчуку грозит штраф от 30 до 50 тысяч рублей. Как рассказали РИА Новости в пресс-службе МВД по Башкирии, протокол был составлен ""в связи с провокационными высказываниями рок-музыканта Юрия Шевчука во время концерта 18 мая в спорткомплексе ""Уфа-Арена"". По словам адвоката, Шевчук отказался давать объяснения по данному административному делу.","['Q2027005', 'Q4522303', 'Q8061603', 'Q51094', 'Q4477785', 'Q25872']","['Шебёк Дьёрдь', 'Шевчук Владимир Михайлович', 'Юрий Шевчук', 'Юрий Юлианович Шевчук', 'Усманов Гумер Исмагилович', 'Александр Константинович Глазунов']"
214,incidents,"МОСКВА, 26 мая - РИА Новости. Весь день продолжается обстрел села Журавлевка, ранена женщина, сообщил в своем Telegram-канале глава Белгородской области Вячеслав Гладков.""Весь день продолжается обстрел Журавлевки. Ранена женщина. Подробности выясняются"", - заявил он.",['Q933269'],['Вячеслав Валерьевич Глазков']
215,incidents,"МОСКВА, 26 мая - РИА Новости. Причиной пожара жилого дома в Раменском могла стать неисправность электроприбора, сообщила старший помощник руководителя подмосковного главка СК России Ольга Врадий.Ранее стало известно о хлопке в жилом доме 15, строение 1 на улице Гурьева и последующем пожаре на площади 30 квадратных метров. При пожаре погиб один человек.""По предварительным данным, причиной возгорания могла стать неисправность электроприбора"", - сказала Врадий.Она отметила, что проводится осмотр места происшествия, опрашивают свидетелей, назначают судебно-медицинские и пожарно-технические экспертизы. По результатам проверки будет принято решение.",['Q3350421'],['Голодец Ольга Юрьевна']
216,incidents,"БАРНАУЛ, 26 мая — РИА Новости. Владелец базы, на которой погибла семья туристов с двумя детьми в Алтайском крае, получил шесть лет колонии, сообщает пресс-служба региональной прокуратуры.""Алтайский районный суд вынес приговор по уголовному делу в отношении собственника базы отдыха ""Глобус"". Он признан виновным в совершении преступления, предусмотренного ч. 3 ст. 238 УК РФ (оказание услуг, не отвечающих требованиям безопасности жизни и здоровья потребителей, повлекшее по неосторожности смерть двух и более лиц)"", — уточняется в релизе.Установлено, что в июле 2020 года в гостиничный дом заселились начальник одного из отделов управления печати и массовых коммуникаций Алтайского края Иосиф Кременских с женой и двумя несовершеннолетними детьми. Им была предоставлена комната на втором этаже здания. Из-за непогоды на территории базы произошло отключение электроэнергии, и собственник установил в подсобном помещении, расположенном под номером отдыхающих, бензиновый генератор, несмотря на то, что его использование запрещено в замкнутых невентилируемых помещениях. Уточняется, что другие гости базы в течение последующих дней жаловались на неприятный запах из номера, где проживали погибшие. Их тела обнаружили только спустя пять дней — после того как закончились оплаченные дни.""Собственник базы, испугавшись привлечения к уголовной ответственности, вывез и попытался спрятать генератор в Республике Алтай. Суд признал мужчину виновным и назначил наказание в виде шести лет лишения свободы в исправительной колонии общего режима. Он взят под стражу в зале суда. Также удовлетворены исковые требования потерпевших о возмещении вреда на сумму 6,5 миллиона рублей"", — резюмируют прокуратура.",['Q4152605'],['Иосиф Ираклиевич Гусаковский']
217,incidents,"МОСКВА, 26 мая — РИА Новости. Савеловский суд Москвы заочно выдал санкцию на арест начальника СИЗО №13 Киева (""Лукьяновская тюрьма"") Александра Балдука, обвиняемого в пытках военнопленных, сообщили РИА Новости в пресс-службе инстанции.""Суд удовлетворил ходатайство о заочном избрании в отношении Балдука А.Г. меры пресечения в виде заключения под стражу"", — отметили там.Срок действия меры пресечения установлен на два месяца с момента передачи обвиняемого России в случае экстрадиции или депортации. Ему вменяется часть 1 статьи 356 УК ""Применение запрещенных средств и методов ведения войны"". Детали уголовного дела не раскрываются.Ранее суд заочно выдал санкции на арест начальников СИЗО и в Николаевской области Украины — тоже за пытки российских пленных. Уголовное дело возбуждено и в отношении руководства и сотрудников СИЗО №23 в Полтаве.По предварительным данным, в нарушение Женевской конвенции в указанных изоляторах неоднократно жестоко избивали и пытали российских военных.","['Q87015', 'Q677142']","['Александр Вальтерович Литвиненко', 'Год Эрнст']"
218,incidents,"МОСКВА, 26 мая - РИА Новости. Двое детей и пять взрослых пострадали, по уточненным данным, при пожаре после взрыва в пятиэтажном жилом доме в подмосковном Раменском, еще один человек погиб, рассказал РИА Новости представитель экстренных служб.Ранее стало известно о хлопке в жилом доме номер 15, строение 1 на улице Гурьева и последующем пожаре на площади 30 квадратных метров.""По последним данным, пострадали семь человек, в том числе двое детей, еще один погиб"", - сказал собеседник агентства.Он добавил, что пожар мог вызвать взрыв неустановленного устройства.",[],[]
219,incidents,"МОСКВА, 26 мая – РИА Новости. Пожарные эвакуировали 10 человек, в том числе троих детей на пожаре в многоквартирном доме в подмосковном Раменском, сообщил РИА Новости представитель экстренных служб.""При пожаре в многоквартирном доме в Раменском эвакуированы 10 человек, в том числе трое детей"", - сказал собеседник агентства.Ранее стало известно о хлопке в жилом доме на улице Гурьева в указанном городе и последующем пожаре на площади 30 квадратных метров. При пожаре погиб один человек.Прокуратура Московской области сообщила, что начала проверку по факту происшествия.",[],[]
220,incidents,"МОСКВА, 26 мая/ Радио Sputnik. Жертвой пожара в пятиэтажке в подмосковном Раменском стал человек, передает РИА Новости со ссылкой на представителя экстренных служб.Ранее сообщалось о хлопке в жилом доме на улице Гурьева и последующем возгорании.Ранее радио Sputnik сообщало о гибели пяти человек в результате пожаре в доме в подмосковном городе Пушкине.Коротко и по делу. Только отборные цитаты в нашем Телеграм-канале.",[],[]
221,incidents,"НАЛЬЧИК, 26 мая – РИА Новости. Нальчикский гарнизонный военный суд отказал в иске 115 бывшим сотрудникам Росгвардии, оспаривавшим досрочное увольнение со службы из-за несоблюдения условий контракта, сообщает пресс-служба суда.""Газета Юга"", одно из ведущих региональных СМИ, писало, что спор связан с участием этих сотрудников Росгвардии в спецоперации на Украине.По данным суда, 115 бывших военнослужащих Росгвардии обратились с коллективным иском об оспаривании действий воинских должностных лиц Росгвардии, связанных с привлечением истцов к дисциплинарной ответственности, их досрочным увольнением с военной службы в связи с несоблюдением условий контракта и исключением их из списков личного состава воинской части.""Судом установлено, что истцы в составе своего подразделения самовольно отказались выполнять служебное задание и коллективно убыли по собственной инициативе к постоянному месту службы, а их доводы об обратном признаны судом несостоятельными. В связи с этим решением суда в удовлетворении коллективного иска отказано, а оспоренные истцами действия и решения воинских должностных лиц признаны правомерными"", - говорится в сообщении.Дело рассматривалось в закрытом судебном заседании ""в целях исключения случаев разглашения сведений, составляющих военную тайну"".""Решение суда в законную силу не вступило и может быть обжаловано сторонами в судебную коллегию по административным и гражданским делам Южного окружного военного суда в течение месяца со дня его принятия"", - уточняет пресс-служба.",[],[]
222,incidents,"МОСКВА, 26 мая - РИА Новости. Глава Энергодара в Запорожской области Андрей Шевчик, на которого было совершено покушение, рассчитывает через три-четыре недели вернуться к выполнению своих обязанностей.По данным СК, 22 мая мэр, а также два его охранника пострадали в результате взрыва в подъезде дома. Самодельное взрывное устройство направленного действия было заложено в электрощитовом шкафу. В СК добавили, что, по данным местных правоохранительных органов, в адрес Шевчика неоднократно поступали угрозы от украинских националистов, после того, как он занял пророссийскую сторону. Российские следователи установят обстоятельства покушения, сообщили РИА Новости в пресс-службе СК РФ.""Я бы уже поехал, но врачи не отпустят. Думаю, что недели через три - месяц, при нормальном стечении обстоятельств приступлю снова к выполнению своих обязанностей"", - сказал Шевчик по телефонной связи в эфире ""Россия 24"".Глава Энергодара уточнил, что сейчас он себя чувствует гораздо лучше, чем в течение первых дней с момента покушения.""У меня ожоги головы, лица, других частей тела. Врачи делают все, что требуется. У меня также сломана ключица, операции на нее еще не было, потому что у меня ожог на плече. Пройдет ожог - будет еще операция на ключице. А так все хорошо. Все медикаменты есть. Медики просто превосходные, большое им спасибо"", - отметил Шевчик.","['Q63027', 'Q447831']","['Шеффчик Лео', 'Ляпчев Андрей Тасев']"
223,incidents,"ВОЛГОГРАД, 26 мая - РИА Новости. Суд в Волгограде арестовал обвиняемого в поджоге военкомата, сообщает в четверг объединенная пресс-служба областных судов общей юрисдикции.По версии следствия, 15 мая - ранее об этом официально не сообщалось - мужчина забросил в военкомат через окно ""самодельные зажигательные смеси"", в результате чего произошел пожар. После поджога, отмечается, обвиняемый скрылся, но позже был задержан.""Постановлением суда ... избрана мера пресечения в виде заключения под стражу сроком до 15 июля 2022 года"", - говорится в сообщении суда.Помимо поджога, ему вменяется хулиганство.",[],[]
224,incidents,"МОСКВА, 26 мая - РИА Новости. Один человек погиб при пожаре в пятиэтажном жилом доме в подмосковном Раменском, рассказал РИА Новости представитель экстренных служб.Ранее стало известно о хлопке в жилом доме номер 15, строение 1 на улице Гурьева и последующем пожаре на площади 30 квадратных метров.""По уточненным данным, в результате пожара погиб один человек, на месте ЧП работает следственно-оперативная группа"", - сказал собеседник агентства.",[],[]
225,incidents,"МОСКВА, 26 мая/ Радио Sputnik. Автовор из Балашихи извинился перед хозяином машины, с которой скрутил фары, пишет интернет-издание ""Подмосковье сегодня"".Хозяин авто написал об ограблении в группе в соцсети ""ВКонтакте"". Мужчина поделился фото, на котором видна оставленная на машине надпись. Ее оставил автовор, похитивший фары.Надпись, сделанная маркером, гласит ""Извени брат"" (сохранена авторская орфография и пунктуация).Ранее радио Sputnik сообщало, что пьяный угонщик на квадроцикле пытался скрыться от петербургской полиции.Коротко и по делу. Только отборные цитаты в нашем Телеграм-канале.",[],[]
226,incidents,"КРАСНОЯРСК, 26 мая - РИА Новости. Полиция задержала жителя Абакана по уголовному делу о порче баннера в поддержку Вооруженных сил РФ, сообщает республиканская полиция в четверг.На баннер на перекрестке улиц Катанова и Пушкина оказалась закрашена надпись, а фасад здания на улице Пушкина – испорчен. Как именно – не уточняется, равно как не раскрывается, было ли на этом месте граффити или еще что-то.По этому факту полиция возбудила уголовное дело по статье ""Вандализм, осквернение зданий"".""Установлена личность подозреваемого в акте вандализма. Им оказался житель Абакана 1964 года рождения, он признался в содеянном... В отношении подозреваемого избрана мера пресечения в виде подписки о невыезде"", - говорится в релизе.Лишение свободы ему не грозит – максимум штраф до 40 тысяч рублей, обязательные или исправительные работы.",[],[]
