,category,text,wiki_ids,wiki_names
78,economy,"МОСКВА, 26 мая - РИА Новости. Акции ""Газпрома"" в ходе торгов четверга сильно дорожают после новостей о рекордных дивидендах, следует из данных Московской биржи.Акции ""Газпрома"" к 18.01 мск дорожают на 9,54%, до 297,09 рубля. После публикации новости акции компании максимально подскакивали на порядка 10%, до 298,31 рубля, впервые с 21 февраля.Совет директоров ""Газпрома"" рекомендовал выплатить рекордные дивиденды по итогам 2021 года в размере 52,53 рубля на одну обыкновенную акцию, сообщила ранее в четверг компания.",[],[]
79,economy,"МОСКВА, 26 мая - РИА Новости. Банк России в пятницу, 27 мая, выпускает в обращение памятные монеты ""Иван Царевич и Серый Волк"" серии ""Российская (советская) мультипликация"", в список вошли три новых варианта, следует из релиза регулятора.""Банк России 27 мая 2022 года выпускает в обращение памятные монеты ""Иван Царевич и Серый Волк"" серии ""Российская (советская) мультипликация"": серебряную номиналом 3 рубля; из недрагоценных металлов номиналом 25 рублей (в том числе с цветным покрытием)"", - говорится в сообщении ЦБ.Там же уточняется, что на всех трех монетах изображены персонажи мультфильма студии анимационного кино ""Мельница"": Иван, царская дочь Василиса и Серый Волк.Серебряная монета с цветным покрытием номиналом 3 рубля, диаметром - 39 миллиметра, тираж - 7 тысяч штук. Монеты из недрагоценных металлов номиналом 25 рублей, диаметр - 27 миллиметра, тираж с цветным покрытием- 150 тысяч штук, без покрытия - 850 тысяч.На лицевой стороне монет расположено рельефное изображение государственного герба России и надписи: ""Российская Федерация"", ""Банк России"", ""2022 год"" и номиналы. На оборотной стороне всех монет расположены рельефные изображения персонажей мультфильма ""Иван Царевич и Серый Волк"" на фоне панорамы Тридевятого царства; вверху имеется рельефная надпись: ""Иван Царевич и Серый Волк"". На монетах с цветным покрытием изображения персонажей выполнены в цвете.Выпускаемые монеты - законное средство наличного платежа на территории РФ и обязательны к приему по номиналу во все виды платежей без всяких ограничений, добавляет регулятор.","['Q17664566', 'Q851590']","['Василиса', 'Иван Ворёнок']"
80,economy,"МОСКВА, 26 мая - РИА Новости. Председатель ""Единой России"" и зампред Совбеза РФ Дмитрий Медведев считает, что российский бизнес ""кошмарят до сих пор"".В 2008 году в городе Гагарин Смоленской области на совещании по развитию малого и среднего бизнеса Медведев, будучи на тот момент президентом России, призвал перестать ""кошмарить бизнес"".""Произнес-то произнес, а кошмарят до сих пор"" , - сказал Медведев на заседании форума ""Единой России"" ""Предпринимательство в новой экономической реальности"".",['Q23530'],['Дмитрий Анатольевич Медведев']
81,economy,"МОСКВА, 26 мая - РИА Новости. Производственные мощности предприятий ДНР кратно превышают потребности республики и ориентированы на экспорт, заявил глава ДНР Денис Пушилин.""Производственные мощности республиканских предприятий и производителей кратно превышают наши внутренние потребности и ориентированы на экспорт"", - сказал он в ходе онлайн-заседания форума Единой России ""Предпринимательство в новой экономической реальности"".Он отметил, что многие предприятия ДНР пострадали при обстрелах, поэтому первостепенная задача - это их восстановление. ""Среди основных отраслей ДНР на данный момент выделяются угледобыча, металлургия, машиностроение, химическая промышленность, сельское хозяйство и пищевая промышленность. Это те сегменты экономики, в которых у нас есть перспективы расширения производства и реально растущие объемы экспорта"", - добавил Пушилин. По его словам, все эти объекты промышленности обладают высокой инвестиционной привлекательностью.","['Q16514790', 'Q4384629']","['Денис Владимирович Пушилин', 'Пушин Николай Антонович']"
82,economy,"ОРЕХОВО-ЗУЕВО, 26 мая — РИА Новости. Объявление технического дефолта по российскому госдолгу из-за действий США никак не отразится на жизни россиян, заявил журналистам глава Минфина Антон Силуанов.Министерство финансов США заявило во вторник, что не продлит после 25 мая лицензию, которая позволяла России обслуживать внешний долг в условиях санкций. Минфин России в свою очередь сообщил, что несмотря на ужесточение внешних ограничений, продолжит исполнение государственных долговых обязательств, выплаты будут осуществляться в рублях.""Никак не отразится, ничего не изменится"", - сказал Силуанов, отвечая на вопрос как возможный технический дефолт отразится на россиянах.""Вообще, технический дефолт - это дефолт, который объявила, по сути, западная инфраструктура своим же инвесторам. Мы надежный заемщик, мы как выполняли даже в этих сложных условиях, так и будем искать варианты - а такие варианты у нас уже готовятся, чтобы выполнить свои обязательства по внешним долгам"", - добавил глава Минфина.",['Q589645'],['Антон Германович Силуанов']
83,economy,"ТВЕРЬ, 26 мая – РИА Новости. Региональные власти ставят задачу максимально привлечь к значимым проектам предпринимателей Тверской области, сообщил губернатор области Игорь Руденя.По сообщению пресс-службы областного правительства, предприятиям малого и среднего бизнеса Тверской области в 2022 году предоставлена  поддержка в размере более 750 миллионов рублей.""Сегодня для нас важно начать заниматься производством тех технологий, от которых нас пытаются отстранить. Поэтому важно, чтобы наши меры поддержки дошли до всех предпринимателей, чтобы они чувствовали нашу помощь. Я уверен, что с учетом нашего российского характера, национальных амбиций, мы решим эту задачу. Тверская область должна развиваться. Время возможностей, которое наступило, должно быть нами использовано в полной мере"", – сказал Руденя.В пресс-службе напомнили, что в области действует пакет мер поддержки предпринимательской деятельности. В него включены 35 направлений общим объёмом более 1,4 миллиарда рублей – это предоставление по ускоренной процедуре поручительств и льготных займов на пополнение оборотных средств, реализацию импортозамещающих и инвестиционных проектов, возможность воспользоваться кредитными каникулами на полгода.","['Q5465510', 'Q4399772']","['Игорь Руденя', 'Рудь Д П']"
84,economy,"ОРЕХОВО-ЗУЕВО, 26 мая — РИА Новости. России следует вернуться к прежнему равновесному курсу рубля, снижая при этом норматив обязательной продажи валютной выручки, заявил глава Министерства экономического развития Максим Решетников.По словам министра, это представляет серьезный вызов внутреннему производителю, так как при постепенном восстановлении каналов внешних поставок он будет все сильнее ощущать давление импорта, конкурировать с ним и проигрывать.""Это вопрос по экспорту. Большая часть экспорта — этот курс компенсируется высокими долларовыми ценами на энергоносители и так далее. Но, например, ряд позиций в сельском хозяйстве, те же производители мяса, говорят, что они с таким курсом становятся неконкурентоспособны на внешних рынках"", — отметил Решетников.Он подчеркнул, что при сохранении текущего курса в долгосрочной перспективе бизнес не сможет развивать проекты по импортозамещению,В заключении Решетников также обратил внимание на необходимость последовательного снятия ограничений: в том числе, снижение норматива обязательный продажи валютной выручки.После начала специальной военной операции по денацификации и демилитаризации Украины Запад усилил санкционное давление на Россию. В основном ограничительные меры коснулись банковского сектора и сферы высоких технологий. Стали громче звучать призывы отказаться от российских энергоносителей. Тем не менее нарушение логистических цепочек привело к росту цен на топливо и продукты питания в Европе и США.","['Q4394099', 'Q1900708']","['Решетняк Юрий Григорьевич', 'Максим Львович Резник']"
85,economy,"МОСКВА, 26 мая/ Радио Sputnik. Россия будет искать разные варианты, чтобы выполнить свои обязательства по внешнему долгу, сообщил глава Минфина РФ Антон Силуанов.Американский Минфин в минувший вторник заявил, что не продлит лицензию, которая позволяет России обслуживать внешний долг.Он отметил, что у России достаточно валюты и ресурсов, чтобы выплачивать заимствования.Ранее эксперт в эфире радио Sputnik объяснил, что значит отказ США продлить банковскую лицензию и нужно ли ждать дефолта.Коротко и по делу. Только отборные цитаты в нашем Телеграм-канале.",['Q589645'],['Антон Германович Силуанов']
86,economy,"МОСКВА, 26 мая - РИА Новости. Уход иностранных компаний с российского рынка и замораживание российских активов – это потери, и сейчас все заинтересованы в ускорении работы по импортозамещению, заявил зампред Совбеза, председатель ЕР Дмитрий Медведев.""Уход компаний с российского рынка и разрыв сложившихся хозяйственных связей, и замораживание активов - это сложные обстоятельства, в которых всем приходится работать, работать нашему бизнесу. Это действительно потери. Но мы имеем и свои возможности, свой коридор возможностей, чтобы то, что у нас пытаются отнять, постараться восстановить или создать новое"", - сказал он на заседании форума ЕР ""Предпринимательство в новой экономической реальности"".Поэтому, по словам Медведева, сейчас власти заинтересованы в ускорении работы по импортозамещению.""Очевидно, что особое внимание будут иметь те отрасли, которые в наибольшей степени затронули западные санкции... Высокие технологии - это то, что для нас сегодня имеет критическое значение, поэтому современные предприятия, сервисы для нас носят особый смысл. Надо не только помогать этим предприятиям... но и заниматься подготовкой специалистов"", - добавил он.",['Q23530'],['Дмитрий Анатольевич Медведев']
87,economy,"МОСКВА, 26 мая - РИА Новости. Председатель ""Единой России"" Дмитрий Медведев призвал ""не стесняться"" в ответе на антироссийские санкции и прежде всего учитывать свои интересы, даже в отношениях с нашими бывшими контрагентами.""Нечего стесняться. Абсолютно. Если с нами себя так ведут, то мы должны тоже это учитывать. Во взаимоотношениях даже с нашими бывшими контрагентами. Так, чтобы они понимали, что произошло и по мере возможности доносили свои обеспокоенности до национальных правительств. Это совершенно нормально"", - сказал он, выступая на форуме партии ""Единая Россия"" ""Предпринимательство в новой экономической реальности"".В качестве примера он привел решение по ""параллельному импорту"", назвав его непростым, но отметив, что, ""выбирая между интересами наших граждан и нашего бизнеса, с одной стороны, и интересами крупных компаний и брендов, понятно, в чью пользу было принято это решение"". ""Мы и дальше будем так поступать"", - добавил он.",['Q23530'],['Дмитрий Анатольевич Медведев']
88,economy,"МОСКВА, 26 мая - РИА Новости. Уход иностранных компаний с российского рынка и замораживание российских активов – это потери, и сейчас все заинтересованы в ускорении работы по импортозамещению, заявил зампред Совбеза, председатель ЕР Дмитрий Медведев.""Уход компаний с российского рынка и разрыв сложившихся хозяйственных связей, и замораживание активов - это сложные обстоятельства, в которых всем приходится работать, работать нашему бизнесу. Это действительно потери. Но мы имеем и свои возможности, свой коридор возможностей, чтобы то, что у нас пытаются отнять, постараться восстановить или создать новое"", - сказал он на заседании форума ЕР ""Предпринимательство в новой экономической реальности"".Поэтому, по словам Медведева, сейчас власти заинтересованы в ускорении работы по импортозамещению.""Очевидно, что особое внимание будут иметь те отрасли, которые в наибольшей степени затронули западные санкции... Высокие технологии - это то, что для нас сегодня имеет критическое значение, поэтому современные предприятия, сервисы для нас носят особый смысл. Надо не только помогать этим предприятиям... но и заниматься подготовкой специалистов"", - добавил он.Медведев отметил, что вместе с первичными и региональными партийными организациями нужно ""формировать перечни товаров и услуг, которые действительно должны в первую очередь проходить через процедуру импортозамещения"", активно искать новые перспективные зарубежные рынки и делать эту информацию доступной для малого и среднего бизнеса.Он также подчеркнул, что от того, насколько успешными будут принятые решения, зависит, получится ли сохранить нормальный темп развития страны.""А такая задача есть. Ее никто не снимал с повестки дня"", - добавил Медведев.",['Q23530'],['Дмитрий Анатольевич Медведев']
89,economy,"МОСКВА, 26 мая - РИА Новости. Запад своими руками загоняет себя в глобальный энергетический, продовольственный и финансовый кризис, но и в России ситуация сложная, заявил зампред Совбеза РФ, председатель ЕР Дмитрий Медведев.""Западный мир своими руками загоняет себя в глобальный кризис... Но на самом деле, жители Европы ощутили на себе все сладкие последствия антироссийских санкций - инфляцию, гиперинфляцию, рост цен на топливо, на жилье, коммунальные услуги, продукты питания, на товары первой необходимости, сокращение рабочих мест"", - сказал он на заседании форума ""Единой России"" ""Предпринимательство в новой экономической реальности"".Медведев добавил, что в России ситуация тоже непростая. ""И нам тоже непросто. Нельзя картинку рисовать только в одном цвете, говорить, что они страдают из-за дурацких санкций, а у нас все тихо и спокойно. Нет, конечно. Нам тоже очень сложно, но у нас есть благородная цель. Мы должны найти ответ на попытки ограничить развитие нашего государства"", - добавил он.",['Q23530'],['Дмитрий Анатольевич Медведев']
90,economy,"КАЗАНЬ, 26 мая – РИА Новости. Казанский вертолетный завод обеспечен заказами на 2022 и 2023 годы в размере 111 и 106 машин соответственно, сообщает пресс-служба президента Татарстана со ссылкой на генерального директора холдинга ""Вертолеты России"" Николая Колесова.Президент Татарстана Рустам Минниханов и генеральный директор холдинга ""Вертолеты России"" Николай Колесов в четверг встретились с коллективом АО ""Казанский вертолетный завод"" (входит в холдинг ""Вертолеты России"" ГК ""Ростех"").""Как заявил Николай Колесов, на сегодня КВЗ обеспечен заказами. План на 2022 год составляет 111 машин. Кроме того, есть заказы и на следующие годы. Так, в 2023 году будет собрано 106 машин"", - говорится сообщении.По словам Колесова, сегодня у КВЗ имеется ""финансовая подушка"", главная задача сейчас - выполнить план по сборке вертолетов, и для этого есть все необходимое. По его информации, холдинг ""Вертолеты России"" сделал все для того, чтобы завод был обеспечен заказами.Президент Татарстана также призвал сотрудников вертолетного завода наращивать темпы работы. ""Предприятие обеспечено заказами, мы знаем, что КВЗ будет делать в этом году, есть контракты и на 2023 год. Со своей стороны мы также будем вас поддерживать. Республика всегда сопереживала, когда что-то не получалось. Сегодня мы гордимся вами"", - сказал Минниханов.Отмечается, что в рамках финансового оздоровления предприятия решен вопрос с проблемной задолженностью. С 1 января с учетом индексации декабря рост заработной платы у основных производственных и вспомогательных рабочих составил порядка 20%, работники отдельных узкоспециальных направлений получили прибавку 30%. За последние пять месяцев на предприятие приняты на работу свыше 400 человек.ПАО ""Казанский вертолетный завод"" ведет свою историю с 1940 года. Производит современные модификации вертолетов серии Ми-8/17, Ми-38/38Т, легкий вертолет ""Ансат"". За всю историю существования завода около 12 тысяч вертолетов Ми-4, Ми-8, Ми-14, Ми-17, ""Ансат"" поставлено в 92 страны.","['Q4227786', 'Q4227839', 'Q983503']","['Колесников Николай Фалалеевич', 'Колесов Александр Александрович', 'Рустам Минниханов']"
91,economy,"МОСКВА, 26 мая - РИА Новости. Рубль теряет в стоимости к евро более 12,5%, к доллару - почти 9% к уровню предыдущих торгов: европейская валюта подскочила выше 69 рублей впервые с 12 мая, американская - выше 65 рублей с 13 мая, следует из динамики торгов на Московской бирже.Курс доллара расчетами ""завтра"" на 17.11 мск растет на 5,8 рубля, до 65,13 рубля, евро - на 8,7 рубля, до 69,33 рубля.",[],[]
92,economy,"МОСКВА, 26 мая – РИА Новости. Создание новых импортозамещающих производств позволит экономике преодолеть вызовы, возникшие в результате сложившейся геополитической обстановки и введения ограничений со стороны ряда стран, заявил председатель ПСБ Петр Фрадков на прошедшем в четверг Национальном промышленном саммите ""Промышленная политика в новых реалиях"".  ""Сейчас перед экономикой стоят вызовы, связанные с неопределенностью на рынках и введенными ограничениями. Чтобы с этими вызовами бороться, нужны новые драйверы роста – создание импортозамещающих производств. Для этого необходимо привлекать ресурсы – бюджетные и внебюджетные, разделять риски в том числе между банками и институтами развития. В результате будет создана база, которая станет новой промышленной основой страны"", - привели в пресс-службе ПСБ слова Фрадкова При этом, по его словам, в нынешних реалиях для предприятий, выстраивающих жизнь в новых условиях, важно решить и проблемы создания новых логистических коридоров, восстановления цепочек кооперации. Вопрос финансирования в этом контексте является не основным вызовом, так как финансовый сектор естественным образом подстраивается под новую систему координат, в которой живет промышленность, отметил Фрадков.","['Q4492294', 'Q150080']","['Фрадков Пётр Михайлович', 'Михаил Ефимович Фрадков']"
93,economy,"ПЯТИГОРСК, 26 мая - РИА Новости. Реализация шести инвестиционных проектов в сельском хозяйстве на 1 миллиард рублей ожидается на Ставрополье по итогам 2022 года, заявил губернатор Владимир Владимиров.""По итогам 2022 года мы ожидаем реализацию 6 крупных инвестпроектов в сельском хозяйстве на 1 миллиард рублей"", - сказал Владимиров в ходе ежегодного послания к властям региона.Он отметил, что на Ставрополье появятся три плодохранилища общей емкостью почти 6 тысяч тонн в Изобильненском, Буденовском и Георгиевском округах, откроется завод по производству сухих овощей и фруктов в Невинномысске мощностью 2,5 тысячи тонн в год. По его словам, будет реконструирован буйволиный молочный комплекс на 706 тонн молока в год в Александровском округе, в Предгорном округе начнет работу молочный комплекс на 8 тысяч тонн молока в год.""Одновременно мы наращиваем способность по переработке ставропольской сельхозпродукции на территории края. В этом году мы планируем реализовать 24 такие инициативы – почти на 9 миллиардов рублей"", - добавил губернатор.",[],[]
94,economy,"МОСКВА, 26 мая - РИА Новости. Сбербанк начнет снижать ставки по своим продуктам вслед за понижением ключевой ставки ЦБ, сообщил РИА Новости глава банка Герман Греф.Банк России на внеплановом заседании в четверг снизил ключевую ставку до 11% с 14% годовых и заявил, что допускает возможность ее снижения на ближайших заседаниях.Отвечая на вопрос, будет ли Сбербанк снижать ставки по своим продуктам вслед за решением ЦБ, Греф ответил: ""Обязательно, а как же... Сегодня же"".",['Q465285'],['Герман Греф']
95,economy,"МОСКВА, 26 мая — РИА Новости. Новый McDonald's рассчитывает открыться в России 12 июня, обновленный бренд представят в ближайшее время, сообщили РИА Новости в пресс-службе компании.""Мы можем подтвердить, что стремимся открыться для наших гостей 12 июня. Точный график открытия предприятий будет известен позднее. Обновленный бренд мы представим отдельно в ближайшее время"", — рассказали в пресс-службе.Американская сеть фастфуда McDonald's в марте приостановила свою деятельность в России, а позже объявила, что приняла решение полностью уйти с рынка и продать бизнес в России. Компания уточнила, что намерена инициировать процесс, влекущий за собой прекращение использования в России названия, логотипа, брендинга и меню McDonald's.Позже стало известно, что покупателем стал текущий лицензиат Александр Говор, который будет управлять ресторанами под новым брендом. Говор — владелец компании ""ГиД"". Он управляет 25 ресторанами McDonald's в Сибири — в Новосибирске, Бердске, Томске, Кемерово, Новокузнецке, Барнауле и Красноярске.McDonald's основана в 1940 году братьями Диком и Маком Макдональдами. Первый ресторан открылся в Сан-Бернардино (штат Калифорния, США). В 1948 году компания впервые в мире сформулировала принципы концепции ""быстрого питания"". В России первый ресторан сети появился в начале 1990 года. В настоящий момент компания насчитывает более 39 тысяч предприятий более чем в 100 странах.","['Q1317680', 'Q3273931', 'Q314116']","['Дик Айзик Меер', 'Макдональд Мак', 'Александр Владимирович Руцкой']"
96,economy,"МОСКВА, 26 мая – РИА Новости. Снижение ключевой ставки Центробанком до 11% говорит о том, что антисанкционные меры дали свой положительный результат, приветствуем планы ЦБ по дальнейшему снижению ставки, заявил вице-спикер Совфеда Николай Журавлев.ЦБ РФ в конце февраля на фоне антироссийских санкций и возросшей волатильности на финансовом рынке экстренно поднял ключевую ставку сразу на 10,5 процентного пункта - до 20% годовых. Однако уже к концу апреля она была снижена до 14% годовых, а в четверг - до 11% годовых. При этом глава ЦБ ранее в четверг сообщила, что совет директоров также обсуждал более жёсткое решение - снижение до 12% годовых.По его словам, мы видим серьезное укрепление рубля, опережающее снижение темпов инфляции. ""Установленный размер ставки даст импульс для активизации процесса кредитования, в том числе по государственным программам поддержки граждан и бизнеса"", - подчеркнул Журавлев.По мнению законодателя, решение мегарегулятора - это позитивный тренд в сторону улучшения ситуации в экономике в современных условиях внешнего давления. ""И, конечно, мы приветствуем тот факт, что ЦБ предполагает и дальнейшее снижение ставки"", - заключил сенатор. ","['Q39083701', 'Q4181785']","['Журавлёв Николай Николаевич', 'Журавлёв Юрий Иванович']"
97,economy,"МОСКВА, 26 мая - РИА Новости. Официальный курс доллара к рублю, установленный ЦБ РФ на пятницу, вырос на 5,7499 рубля - до 62,0495 рубля, курс евро - на 6,5182 рубля, до 64,4392 рубля, следует из данных Банка России.ЦБ РФ устанавливает официальные курсы доллара и евро к рублю в рабочие дни, используя рыночные курсы Московской биржи.",[],[]
98,economy,"МОСКВА, 26 мая - РИА Новости. Курс рубля усиливает падение днем в четверг: евро уже взлетел за день на 12%, до 68 рублей, следует из данных Московской биржи.Курс доллара расчетами ""завтра"" на 16.22 мск растёт на 4,87 рубля, до 64,20 рубля, евро - на 7,28 рубля, до 67,91 рубля, следует из данных Московской биржи.Минутами ранее евро поднимался до 68,02 рубля.",[],[]
99,economy,"ОРЕХОВО-ЗУЕВО, 26 мая — РИА Новости. Россия предложит инструмент для выполнения обязательств перед всеми держателями евробондов, заявил глава Министерства финансов Антон Силуанов.Министр также подчеркнул, что Россия — надежный заемщик и будет пытаться осуществить выплаты по внешними долгами, даже если Запад попробует помешать этому.Во вторник Минфин США заявил, что не будет продлять лицензию, которая позволяет России обслуживать внешний долг в условиях санкций. В российском ведомстве, в свою очередь, отметили, что такое решение прежде всего ущемляет права иностранных инвесторов в российские долговые инструменты и подрывает доверие к западной финансовой инфраструктуре.Отмечается, что Москва продолжит платить по госдолгу в рублях. Платежи будут проходить через Национальный расчетный депозитарий (НРД), а получатели средств смогут конвертировать рубли в валюту, предусмотренную изначально.Так, держатели российских еврооблигаций внутри учетной инфраструктуры страны получат выплаты на счета в НРД. Те, кто пользуется услугами иностранных финансовых посредников, смогут получить средства на счета типа ""С"" в этих организациях. При этом доступ к деньгам появится после предоставления НРД документального доказательства прав на них.После начала спецоперации по демилитаризации и денацификации Украины Запад объявил о новых санкциях против России, прежде всего они затронули банковский сектор и золотовалютные резервы. В Европе громче стали звучать призывы снизить зависимость от российских энергоресурсов. Многие бренды объявили об уходе из страны.Тем не менее нарушение цепочек поставок уже обернулось экономическими проблемами для США и Европы, вызвав рост цен на топливо и продукты.",['Q589645'],['Антон Германович Силуанов']
100,science,"МОСКВА, 26 мая — РИА Новости. Ученые впервые целиком секвенировали геном человека, погибшего в Помпеях при извержении Везувия в 79 г. н.э. Отчет об исследовании опубликован в Scientific Reports.Геогенетик Габриэле Скоррано из Университета Копенгагена и его коллеги извлекли ДНК из останков двух человек, найденных в Доме кузнеца в Помпеях. Скелеты были обнаружены еще в тридцатых годах. Судя по форме, структуре и длине костяков, один принадлежал мужчине, которому на момент смерти было от 35 до 40 лет, а второй — женщине старше 50 лет.Секвенировать весь геном удалось только из останков мужчины, поскольку в последовательностях, полученных от женщины, имелись пробелы.ДНК помпеянина сравнили с данными, полученными от 1030 жителей древнего мира и 471 современного человека из Западной Евразии. Жертва Везувия генетически оказалась ближе всего к населению Апеннинского полуострова времен Римской империи и жителям современной центральной Италии. Однако анализ митохондриальной и Y-хромосомы ДНК мужчины выявил его отличие от земляков: одна группа генов в те времена встречалась только у островитян с Сардинии.Как предполагают авторы исследования, расшифровать древний геном удалось благодаря тому, что пирокластические материалы, в короткое время покрывшие собой город, обеспечили защиту от разрушающих ДНК факторов окружающей среды, например, кислорода.Ранее ученым удавалось секвенировать только короткие участки митохондриальной ДНК людей и животных из разрушенного города.Раскопки в Доме Кузнеца (также известном как Дом Плотника или Дом Столяра, Casa del Fabbro) проводились в 1914-м, 1927-м и 1933-м годах. Помимо останков людей в доме были обнаружены монеты, украшения, флаконы для духов, измерительные и геодезические приборы. На фасаде было нацарапано романтическое послание, впоследствии утраченное: ""Секундус передает привет своей Приме, где бы она ни была. Умоляю, госпожа, любите меня”.","['Q4443013', 'Q367447']","['Столяр Мордхэ', 'Луи Прима']"
